10000 30000
9225 5781 173
9225 6317 88
9226 6258 61
9226 9187 117
9226 7541 195
9227 6427 182
9227 4443 193
9228 9383 51
9228 6638 45
9228 5957 27
9229 97 112
9229 8617 85
9230 1792 168
9230 3588 165
9231 9954 63
9231 688 84
9232 44 48
9232 5587 45
9233 8435 96
9233 8329 11
9234 7238 102
9234 3690 44
9234 9597 6
9234 8801 127
9235 2136 9
9235 1490 88
9235 7145 42
9235 5922 162
9236 9068 62
9236 6408 198
9237 2186 69
9237 2098 192
9237 4616 133
9238 5071 16
9238 131 57
9238 3878 47
9238 3998 64
9239 866 58
9239 9939 198
9239 5270 12
9239 2312 16
9240 9714 68
9240 9584 12
9240 4924 179
9240 6697 178
9241 4379 92
9241 6072 177
9242 9614 59
9242 1975 133
9243 1129 84
9243 5866 16
9243 7075 64
9243 3004 36
9244 9967 194
9244 2292 124
9244 8643 197
9245 8529 142
9245 9311 113
9245 7237 7
9246 9695 119
9246 397 66
9246 7960 8
9246 1497 20
9247 7703 22
9247 2407 139
9248 9590 66
9248 4542 15
9248 4075 93
9248 4338 27
9249 7135 58
9249 1638 112
9249 5483 59
9249 8195 154
9250 1246 109
9250 9021 75
9250 1782 73
9251 7329 108
9251 6267 37
9251 8407 196
9252 9999 119
9252 2226 74
9252 7316 89
9253 3415 194
9253 1816 85
9254 9439 187
9254 7722 120
9254 2246 106
9254 6592 194
9255 2067 103
9255 4139 36
9255 8891 22
9255 1734 27
9256 4538 162
9256 5418 95
9257 2254 41
9257 2523 42
9257 346 24
9257 6484 10
9258 2342 129
9258 691 52
9258 7820 29
9258 5581 21
9259 3022 105
9259 7277 38
9260 9129 130
9260 6864 34
9261 2883 196
9261 6511 122
9262 9589 184
9262 2792 97
9263 8852 189
9263 8408 75
9263 6768 90
9264 1054 61
9264 1667 63
9264 4727 41
9264 8339 14
9265 9310 142
9265 4866 68
9265 1080 191
9265 673 115
9266 6203 7
9266 9716 49
9266 6377 56
9267 9464 150
9267 6180 160
9267 7446 98
9268 2307 79
9268 2565 35
9269 3436 61
9269 7389 198
9269 3544 133
9269 6975 99
9270 6212 55
9270 7551 107
9270 8259 110
9270 4923 40
9271 1458 163
9271 6871 152
9272 1606 68
9272 5703 149
9272 9272 186
9272 7997 71
9273 8955 26
9273 7866 185
9273 2305 196
9274 6078 172
9274 1209 156
9275 4656 66
9275 4706 95
9275 2703 31
9276 3297 35
9276 4866 71
9276 3285 99
9277 9898 74
9277 2507 152
9278 1271 111
9278 6757 195
9278 9933 146
9279 7399 53
9279 4524 114
9280 2269 193
9280 7695 95
9281 6185 189
9281 3795 35
9281 7193 146
9281 8670 169
9282 1803 68
9282 4402 108
9282 4218 135
9283 6255 29
9283 8491 143
9284 2089 113
9284 7930 107
9284 5029 59
9284 2827 156
9285 2823 9
9285 7545 87
9285 1208 10
9286 3927 99
9286 5982 103
9286 6524 164
9287 8558 143
9287 4232 145
9288 380 168
9288 320 24
9288 4900 48
9289 6766 20
9289 4924 79
9290 5846 68
9290 6693 4
9291 9962 36
9291 3611 190
9291 8363 132
9292 345 89
9292 6331 74
9292 1862 1
9293 2727 115
9293 1201 118
9293 7223 120
9293 136 28
9294 8950 104
9294 3348 118
9294 9213 140
9295 1017 105
9295 6290 183
9295 2112 29
9296 400 21
9296 3459 122
9297 6585 44
9297 4768 194
9297 9731 87
9298 8638 148
9298 744 2
9298 7378 67
9298 5265 24
9299 4805 197
9299 5346 81
9299 1891 35
9299 1472 66
9300 803 45
9300 9167 117
9300 7874 65
9301 3370 81
9301 5104 119
9301 4296 72
9301 3827 136
9302 529 75
9302 5019 15
9302 4249 94
9302 715 183
9303 9607 82
9303 3121 53
9304 7336 146
9304 589 61
9305 4634 118
9305 9525 107
9305 9353 129
9305 9550 138
9306 1780 52
9306 2790 64
9307 5435 4
9307 7372 123
9307 1800 125
9308 2155 51
9308 3225 189
9308 3629 160
9309 3894 74
9309 3257 170
9309 4121 151
9310 8912 11
9310 3795 200
9310 9262 17
9310 4545 114
9311 1420 15
9311 3858 178
9311 9235 79
9312 8318 131
9312 8442 181
9312 8935 75
9313 7440 76
9313 3833 50
9313 2099 121
9313 3500 8
9314 8909 162
9314 6148 190
9315 7431 153
9315 9212 176
9316 9632 200
9316 4686 109
9316 8365 84
9316 7465 34
9317 2117 167
9317 5694 120
9317 9882 6
9318 8494 146
9318 7623 33
9319 7959 164
9319 7425 190
9319 1347 173
9319 853 29
9320 7383 140
9320 8380 13
9320 10000 190
9320 5536 195
9321 1947 35
9321 6584 75
9321 7121 107
9322 7821 163
9322 8522 118
9322 5862 80
9322 3969 3
9323 4200 55
9323 8458 32
9323 2878 52
9324 6070 191
9324 2532 160
9324 6583 127
9325 7496 2
9325 4799 41
9326 9227 90
9326 8324 162
9326 2160 176
9327 9190 152
9327 9326 155
9328 3197 136
9328 7552 96
9328 6284 68
9329 8434 117
9329 6331 30
9329 8054 194
9329 1017 17
9330 850 129
9330 1169 86
9331 9695 36
9331 3510 45
9331 5641 177
9332 4563 52
9332 5076 171
9333 6559 135
9333 9195 30
9334 440 151
9334 2672 59
9334 8878 78
9335 1570 187
9335 2769 144
9336 6588 20
9336 2884 90
9336 4750 20
9336 4218 182
9337 749 196
9337 8442 147
9337 3582 142
9338 1499 120
9338 632 176
9338 2537 124
9338 631 3
9339 8099 181
9339 3528 66
9340 7457 191
9340 5883 101
9341 9010 46
9341 4513 29
9341 3861 31
9342 7378 74
9342 5627 113
9343 1497 143
9343 827 77
9343 6663 138
9343 8937 50
9344 9046 90
9344 5496 67
9345 4477 151
9345 4531 108
9345 4163 3
9346 1794 79
9346 9473 159
9347 6109 48
9347 3688 168
9348 738 0
9348 8904 160
9348 9604 174
9348 2109 196
9349 5266 46
9349 6917 142
9349 3718 127
9349 8589 36
9350 934 149
9350 302 85
9350 2729 91
9351 1743 194
9351 1943 5
9351 3137 170
9352 6406 89
9352 7194 93
9353 6327 8
9353 7387 99
9353 7778 102
9353 204 72
9354 5418 183
9354 4055 166
9354 3672 52
9354 7923 102
9355 9118 195
9355 5205 33
9355 2515 194
9356 3763 83
9356 3984 19
9357 3359 7
9357 2293 94
9357 3294 68
9357 5674 91
9358 9376 23
9358 9986 122
9358 5639 198
9358 863 99
9359 5487 121
9359 3656 177
9360 6160 178
9360 9135 161
9360 6715 147
9361 5337 78
9361 8666 67
9361 5086 186
9361 8603 83
9362 1786 187
9362 9184 56
9362 3735 170
9362 4241 59
9363 7360 53
9363 2363 79
9364 2790 66
9364 996 0
9364 8903 85
9365 1899 90
9365 1808 121
9366 3170 68
9366 8007 38
9367 4273 86
9367 2890 184
9367 8470 101
9367 8771 92
9368 9668 111
9368 568 122
9369 5397 117
9369 335 66
9370 5944 158
9370 3231 65
9370 3948 106
9370 9112 47
9371 5212 86
9371 6245 10
9372 6176 147
9372 9450 82
9373 815 97
9373 5092 191
9374 5707 46
9374 7770 190
9374 5612 94
9374 3372 187
9375 808 10
9375 4969 139
9375 3140 167
9375 3987 106
9376 5592 132
9376 1121 198
9376 1925 58
9376 9496 41
9377 3817 29
9377 9457 183
9377 6370 180
9378 8313 108
9378 8969 167
9378 2849 125
9378 7191 191
9379 2890 26
9379 590 194
9379 1126 99
9380 9221 136
9380 8719 16
9381 6495 28
9381 7458 163
9381 1562 199
9381 4231 117
9382 7819 36
9382 9040 195
9382 9977 9
9382 8175 180
9383 8746 21
9383 3824 200
9383 4537 112
9384 1022 93
9384 7694 175
9385 7999 139
9385 982 137
9386 4585 73
9386 5750 147
9387 3852 111
9387 265 164
9387 9199 23
9388 3721 153
9388 5441 68
9389 1006 170
9389 9957 4
9389 1497 44
9389 8782 134
9390 2519 99
9390 2959 125
9390 3498 170
9391 3256 127
9391 8761 151
9391 4516 93
9392 7429 185
9392 4943 126
9393 7577 118
9393 4474 18
9394 2286 104
9394 7240 50
9394 6872 21
9395 9011 56
9395 5785 101
9395 1683 99
9396 7961 68
9396 7958 51
9397 175 12
9397 9829 126
9398 1738 126
9398 4741 103
9399 7267 195
9399 5283 35
9399 1905 28
9399 1337 79
9400 4563 60
9400 4604 78
9400 5150 85
9401 5659 41
9401 9265 25
9401 8999 52
9401 3971 192
9402 5071 57
9402 2628 194
9402 9814 41
9402 5988 54
9403 5280 171
9403 3848 12
9403 3160 175
9404 8202 82
9404 3083 58
9405 4677 140
9405 2046 163
9405 2361 50
9406 729 161
9406 2105 107
9407 408 104
9407 1891 153
9408 6300 121
9408 1980 123
9409 519 184
9409 8933 160
9410 2209 100
9410 4649 42
9410 9301 191
9411 2668 24
9411 3806 114
9411 9938 176
9411 6101 191
9412 4856 162
9412 2239 72
9413 3443 171
9413 524 77
9414 4511 111
9414 1919 98
9415 2109 120
9415 1399 133
9416 3414 106
9416 8565 16
9416 4771 187
9416 1254 163
9417 8029 57
9417 3381 113
9417 4017 120
9418 9168 51
9418 482 102
9419 4904 34
9419 2865 127
9419 8718 171
9420 8455 123
9420 1857 24
9421 2249 139
9421 8152 127
9422 2161 196
9422 5272 177
9423 2809 65
9423 5553 32
9423 4568 81
9424 2873 151
9424 719 126
9424 1784 127
9425 1410 142
9425 3469 64
9425 1235 16
9425 9132 198
9426 1326 77
9426 8299 180
9426 6590 100
9426 1907 150
9427 1450 22
9427 623 37
9427 9429 58
9428 3398 154
9428 6475 16
9428 830 194
9428 7787 94
9429 3351 18
9429 1719 33
9429 3375 110
9429 5023 103
9430 8005 172
9430 7459 17
9431 9765 122
9431 6025 69
9431 2798 193
9431 7674 15
9432 2521 143
9432 2883 21
9433 6471 172
9433 8951 77
9433 8408 124
9434 8356 144
9434 301 147
9434 6145 17
9435 8361 57
9435 6434 102
9435 2944 189
9436 4070 13
9436 916 104
9436 4028 127
9436 7623 111
9437 7756 122
9437 2048 86
9438 687 147
9438 57 194
9438 4115 4
9439 6662 81
9439 6772 79
9440 2735 31
9440 5412 18
9440 8278 95
9441 7591 50
9441 1051 101
9441 8608 84
9441 345 74
9442 8031 46
9442 574 142
9442 1285 94
9442 1081 82
9443 5686 165
9443 7005 3
9443 3825 69
9444 48 60
9444 9646 188
9444 1240 25
9444 6178 194
9445 7749 70
9445 2139 67
9445 6195 124
9445 7979 180
9446 9822 2
9446 9068 200
9447 8667 61
9447 6125 125
9447 5531 193
9447 7427 182
9448 1834 102
9448 9381 178
9448 6120 94
9448 7220 115
9449 7126 76
9449 103 157
9450 1167 131
9450 6173 194
9450 3948 105
9451 896 45
9451 4429 128
9451 577 123
9452 9801 162
9452 5215 184
9452 4103 57
9453 3475 177
9453 8893 77
9453 5702 174
9454 1254 119
9454 6092 86
9454 4120 148
9455 8369 99
9455 763 15
9455 9828 177
9456 1937 53
9456 9334 72
9457 6468 188
9457 7704 178
9458 5599 191
9458 4433 163
9458 9119 97
9458 6865 50
9459 2867 58
9459 8399 47
9459 4566 44
9459 2952 190
9460 9028 174
9460 1409 181
9461 4339 54
9461 5646 71
9461 9531 11
9461 5052 87
9462 7472 113
9462 1629 153
9462 5303 118
9462 1593 107
9463 5847 71
9463 2076 97
9463 3530 6
9463 7076 89
9464 5482 90
9464 926 26
9465 4443 94
9465 2325 65
9466 881 32
9466 6482 148
9467 1093 92
9467 6988 101
9467 7755 177
9467 9193 103
9468 8721 67
9468 4430 128
9468 6173 85
9468 6641 148
9469 9921 14
9469 7266 0
9469 7914 152
9469 5527 48
9470 577 74
9470 9939 65
9471 9957 60
9471 5298 18
9471 18 69
9471 3390 43
9472 7147 162
9472 4810 183
9473 8651 100
9473 6850 115
9473 128 191
9473 3478 131
9474 1597 155
9474 6010 101
9475 7996 170
9475 7357 99
9475 7500 7
9476 826 100
9476 3940 77
9477 5756 11
9477 1829 82
9477 8536 41
9477 3872 36
9478 486 92
9478 4910 130
9478 5734 39
9478 8442 179
9479 8596 44
9479 9781 54
9480 5681 125
9480 4674 112
9481 9240 2
9481 7944 108
9481 9658 30
9481 3816 170
9482 5641 64
9482 5369 102
9483 3343 180
9483 1393 7
9483 43 179
9484 8716 192
9484 8152 132
9485 3643 13
9485 9279 137
9486 9463 75
9486 5775 187
9486 3149 14
9487 1395 83
9487 8767 83
9487 2069 153
9488 326 41
9488 5146 153
9488 4774 193
9488 9195 78
9489 4006 32
9489 8086 82
9489 7044 111
9490 2444 91
9490 9012 2
9490 7629 164
9491 5849 183
9491 5265 37
9491 5941 65
9491 4425 124
9492 3587 187
9492 2985 102
9492 6559 170
9493 8196 143
9493 3997 178
9493 4327 179
9494 5796 156
9494 9086 45
9494 4261 141
9495 2933 37
9495 4345 37
9495 1009 98
9495 341 200
9496 1290 93
9496 8996 120
9496 1525 118
9496 8506 23
9497 4127 152
9497 5904 29
9498 888 127
9498 2414 132
9499 5473 148
9499 6667 6
9500 1719 54
9500 4797 23
9501 5769 24
9501 8929 176
9501 4672 37
9502 8259 116
9502 4004 53
9503 1364 76
9503 6379 74
9504 8913 24
9504 1757 109
9505 3654 157
9505 2367 103
9506 4617 81
9506 8789 68
9506 4623 27
9506 8619 72
9507 3620 197
9507 9113 53
9507 9388 49
9508 5446 199
9508 8988 105
9508 6924 8
9509 6048 147
9509 3315 129
9509 6235 197
9509 3308 118
9510 8654 182
9510 8488 151
9510 2847 165
9511 3539 82
9511 1783 120
9512 7375 126
9512 543 139
9512 5267 80
9512 594 167
9513 5498 72
9513 3999 13
9513 7404 145
9513 8992 120
9514 5983 63
9514 4392 153
9514 4912 137
9514 8219 108
9515 7863 50
9515 4499 132
9515 9791 149
9515 1798 176
9516 7208 132
9516 8669 4
9516 7961 189
9516 7701 86
9517 5932 50
9517 2426 122
9517 9407 129
9517 3959 134
9518 3816 182
9518 5042 180
9518 2975 39
9519 465 74
9519 1840 79
9519 4698 191
9519 6100 156
9520 9551 102
9520 2130 80
9520 3473 170
9521 3170 20
9521 6082 87
9522 3955 170
9522 2982 174
9522 8389 143
9522 7040 166
9523 6611 100
9523 5471 137
9524 1595 174
9524 4932 161
9525 2606 81
9525 7662 174
9526 818 27
9526 8603 4
9527 761 8
9527 5101 138
9527 7861 142
9527 8630 114
9528 1751 161
9528 2052 67
9528 8014 52
9529 517 172
9529 6728 77
9529 2911 99
9530 2794 47
9530 4073 138
9530 9599 14
9531 1902 61
9531 5653 117
9532 4507 200
9532 5118 197
9533 1547 46
9533 5330 64
9534 831 111
9534 7214 160
9535 6647 77
9535 6156 143
9535 3079 169
9535 7276 75
9536 947 174
9536 5518 4
9537 8773 187
9537 524 25
9537 9677 191
9538 1408 184
9538 1294 125
9539 3157 184
9539 1371 43
9539 5162 14
9539 8525 181
9540 7021 174
9540 9138 197
9540 1314 97
9541 5543 30
9541 6622 115
9542 9909 149
9542 9275 166
9542 3907 8
9542 1841 11
9543 3335 34
9543 3472 180
9544 7544 6
9544 8521 142
9544 7586 110
9545 9782 75
9545 9798 20
9545 697 197
9546 2328 101
9546 1948 82
9547 1232 86
9547 6265 101
9548 330 107
9548 7193 29
9549 3535 123
9549 465 188
9550 5038 44
9550 6081 129
9550 4730 68
9551 4092 182
9551 2466 136
9551 4341 55
9551 7424 152
9552 4654 200
9552 5580 0
9552 8072 14
9552 2560 14
9553 6251 177
9553 1816 92
9553 582 13
9553 6109 22
9554 1074 40
9554 7724 138
9554 7067 70
9555 1407 26
9555 3264 8
9555 7021 114
9555 2869 115
9556 469 53
9556 2368 147
9556 9588 120
9557 7899 114
9557 5412 120
9557 617 30
9557 5017 50
9558 8582 112
9558 2149 108
9558 515 186
9558 7924 16
9559 8061 184
9559 7271 29
9560 8726 138
9560 304 145
9561 8456 193
9561 5911 183
9561 1059 152
9562 7475 130
9562 4262 191
9562 4375 98
9562 6287 156
9563 7624 24
9563 7377 41
9563 5417 22
9564 1026 33
9564 3373 126
9564 2180 111
9564 1624 151
9565 9052 130
9565 1396 198
9566 5150 8
9566 95 160
9566 139 6
9566 8769 169
9567 4406 122
9567 7924 152
9567 6627 196
9567 4674 3
9568 5295 150
9568 3820 94
9568 2259 8
9569 2378 13
9569 2037 105
9569 2420 22
9570 6502 114
9570 4211 107
9570 8041 145
9571 4028 53
9571 6463 91
9572 2884 179
9572 9362 173
9572 864 190
9572 3644 61
9573 4112 125
9573 7793 111
9574 7053 54
9574 6307 150
9575 8753 71
9575 6895 157
9575 9333 24
9576 4148 52
9576 8520 92
9577 4426 199
9577 4834 43
9577 5904 120
9577 6843 9
9578 7556 133
9578 241 175
9578 2945 175
9579 4797 17
9579 2622 22
9579 3007 49
9579 1451 29
9580 987 75
9580 3067 163
9580 7196 5
9580 4373 59
9581 8881 16
9581 859 113
9581 8858 168
9581 2115 62
9582 5000 155
9582 8096 137
9582 2110 147
9582 3731 161
9583 2988 22
9583 8166 180
9583 1458 36
9584 6904 66
9584 9056 109
9584 5454 78
9585 8969 33
9585 5320 66
9585 8345 111
9585 6680 136
9586 5715 56
9586 6453 48
9586 290 76
9587 9136 30
9587 7297 53
9587 8922 153
9588 3381 91
9588 9614 130
9588 356 74
9588 7824 165
9589 9129 24
9589 8934 119
9590 5798 109
9590 8976 174
9590 7603 128
9590 1327 100
9591 1780 0
9591 6484 183
9592 4683 21
9592 2328 171
9592 9927 26
9593 7864 114
9593 4399 107
9594 9142 195
9594 8499 48
9595 8756 114
9595 2117 113
9595 4765 194
9595 8556 116
9596 1795 1
9596 4098 42
9596 1175 87
9597 3882 8
9597 8438 49
9597 7604 154
9598 1295 144
9598 4311 115
9598 3471 152
9599 9078 162
9599 4758 68
9599 3739 174
9600 2111 196
9600 3834 84
9600 3434 166
9600 5104 99
9601 7645 148
9601 8833 199
9601 9549 16
9601 560 62
9602 4877 27
9602 9932 155
9602 1445 134
9602 7654 165
9603 906 111
9603 2947 171
9603 9788 196
9603 3642 170
9604 6692 177
9604 2301 53
9604 8877 102
9605 630 90
9605 4233 52
9605 2022 107
9606 5591 171
9606 5039 159
9606 7113 142
9606 1218 20
9607 3470 149
9607 8625 120
9608 2992 169
9608 8242 188
9608 4085 53
9609 810 7
9609 6715 76
9609 9450 43
9609 8452 132
9610 831 111
9610 9746 63
9610 2595 63
9610 5109 10
9611 6250 125
9611 3693 42
9611 1971 170
9612 6326 198
9612 5960 129
9613 8672 98
9613 7302 38
9614 7802 64
9614 2985 193
9614 5707 111
9615 7301 71
9615 9085 133
9615 6113 29
9615 8787 3
9616 7455 149
9616 3789 24
9617 4691 194
9617 102 17
9617 9852 118
9618 2941 158
9618 5602 183
9618 4928 113
9619 3418 39
9619 3277 133
9620 6218 187
9620 8059 140
9621 2343 135
9621 1659 22
9621 4950 67
9622 9597 42
9622 7898 112
9622 3482 151
9622 8121 14
9623 7072 78
9623 2113 104
9623 7271 16
9624 1977 133
9624 4138 188
9625 5779 44
9625 910 114
9625 3714 161
9626 7227 87
9626 4051 53
9627 8464 90
9627 6028 1
9627 1356 102
9628 6414 84
9628 8365 9
9628 2155 110
9628 2938 15
9629 6163 60
9629 9869 77
9629 347 68
9629 4403 6
9630 4003 182
9630 5905 62
9631 6209 133
9631 3056 150
9631 3208 139
9632 4564 49
9632 8983 33
9632 2298 71
9633 8405 165
9633 8834 182
9633 959 160
9634 8984 42
9634 9076 24
9634 3632 17
9634 7289 56
9635 6042 178
9635 9624 143
9635 9728 140
9635 4045 145
9636 2168 139
9636 2821 115
9637 2459 149
9637 7035 70
9637 8651 93
9638 791 63
9638 606 107
9638 7859 110
9638 6 60
9639 6580 32
9639 350 69
9640 7831 76
9640 3002 134
9641 9952 79
9641 9401 94
9642 3251 83
9642 2340 137
9642 4547 83
9642 6922 50
9643 4987 22
9643 1166 68
9643 8377 102
9644 4699 17
9644 9448 132
9645 3324 31
9645 1067 17
9646 3224 42
9646 174 45
9647 2994 169
9647 3406 52
9647 1455 34
9648 2778 125
9648 8656 149
9649 615 59
9649 5731 198
9649 9737 61
9650 9580 25
9650 6789 187
9651 2727 178
9651 4061 130
9652 5029 156
9652 7429 150
9653 5209 40
9653 273 120
9653 7348 70
9654 8296 93
9654 1564 5
9654 3488 122
9655 614 166
9655 2481 96
9656 5128 24
9656 6700 130
9656 5183 73
9656 4749 43
9657 8436 173
9657 1897 49
9657 7008 70
9658 7468 55
9658 7945 116
9658 990 143
9658 5428 45
9659 7126 46
9659 8681 112
9659 2501 103
9659 9446 97
9660 1471 48
9660 9991 109
9660 9989 164
9660 7421 19
9661 2857 150
9661 6734 165
9661 5208 7
9661 4849 52
9662 595 132
9662 8513 87
9662 529 30
9663 7383 166
9663 8665 115
9664 931 19
9664 9128 126
9664 3824 177
9664 5270 67
9665 3925 12
9665 1927 185
9665 7977 173
9665 601 138
9666 2482 162
9666 6250 145
9666 8535 42
9666 8869 184
9667 5975 104
9667 3891 186
9668 4891 107
9668 8211 162
9668 5677 141
9668 4046 99
9669 8779 73
9669 7550 104
9669 7652 13
9670 596 87
9670 4916 92
9671 397 108
9671 7980 40
9672 8883 57
9672 9666 42
9673 8875 6
9673 3685 104
9674 9521 157
9674 2763 77
9675 2074 194
9675 2113 158
9676 4683 99
9676 560 7
9676 7732 94
9676 4645 106
9677 3147 123
9677 251 25
9677 4675 0
9677 5777 107
9678 4579 138
9678 8541 44
9678 8224 35
9679 2159 165
9679 8327 165
9679 8114 41
9679 4375 177
9680 7301 85
9680 8768 115
9680 7233 41
9680 8578 199
9681 2898 20
9681 2985 191
9681 9211 164
9682 1643 168
9682 7676 105
9683 8020 156
9683 1761 115
9684 9384 41
9684 1157 126
9684 521 149
9684 4227 4
9685 5122 85
9685 7910 101
9685 6490 140
9686 4694 12
9686 7225 64
9686 4757 99
9686 2444 42
9687 1773 8
9687 928 78
9688 299 118
9688 9172 192
9689 3549 139
9689 94 146
9690 1008 106
9690 4194 74
9690 1099 3
9691 156 171
9691 5424 74
9691 9322 34
9692 5443 43
9692 4796 113
9693 886 191
9693 9397 1
9694 5981 79
9694 9970 47
9694 8293 184
9694 7767 122
9695 5788 79
9695 5793 78
9695 8539 67
9695 4268 83
9696 1710 54
9696 5479 158
9696 5600 54
9696 7833 186
9697 9786 116
9697 1598 98
9698 9271 87
9698 710 120
9698 6641 104
9699 9094 67
9699 4500 1
9699 6574 37
9700 930 145
9700 3346 8
9700 5955 30
9701 5749 45
9701 4111 39
9701 8638 110
9702 8029 119
9702 8621 44
9702 4183 98
9702 7653 16
9703 2953 94
9703 6428 69
9703 5326 89
9704 2807 79
9704 4197 193
9705 9608 36
9705 3880 37
9705 5953 33
9705 1605 112
9706 4618 163
9706 1489 144
9706 3127 160
9707 543 29
9707 669 71
9707 3303 90
9707 1002 16
9708 3043 135
9708 7528 38
9708 5065 18
9709 1900 44
9709 2068 29
9709 9568 154
9710 9615 185
9710 5463 184
9711 8422 103
9711 8826 29
9711 7174 21
9712 9889 16
9712 5126 26
9713 2386 138
9713 1181 94
9713 3424 70
9713 225 38
9714 1158 115
9714 9496 150
9714 3556 152
9714 9236 141
9715 7538 118
9715 7924 121
9716 7180 15
9716 7190 117
9716 7655 15
9716 6436 36
9717 4965 83
9717 2604 75
9717 9354 30
9717 4396 157
9718 2568 58
9718 7145 130
9718 5759 143
9719 4681 151
9719 283 20
9719 6811 19
9719 3420 77
9720 4255 2
9720 6254 7
9721 8944 75
9721 4824 60
9721 3277 86
9722 1398 58
9722 9284 116
9722 8250 119
9723 31 105
9723 3713 123
9724 3007 197
9724 7100 42
9724 4768 181
9724 6702 26
9725 7204 111
9725 9175 184
9726 4134 148
9726 2636 160
9727 3712 126
9727 3784 14
9727 754 122
9728 2704 38
9728 1279 9
9728 8591 127
9728 3672 159
9729 2878 92
9729 4750 88
9730 9794 30
9730 1431 57
9730 6481 76
9730 5948 80
9731 3383 187
9731 9020 146
9731 2407 76
9731 638 125
9732 781 176
9732 4339 99
9733 7696 98
9733 2606 126
9733 2766 34
9734 7657 6
9734 3312 171
9735 4382 146
9735 6523 23
9736 6746 51
9736 9419 46
9736 1253 80
9736 5661 66
9737 1479 124
9737 7660 18
9737 7233 123
9738 6709 3
9738 2376 183
9738 4477 109
9739 7046 65
9739 1217 176
9740 6687 136
9740 9955 187
9740 5174 2
9740 6025 178
9741 6643 113
9741 1862 195
9741 8512 48
9741 3383 109
9742 3812 162
9742 6221 131
9743 6990 73
9743 6739 156
9743 3515 164
9743 404 136
9744 6630 191
9744 360 71
9745 5890 107
9745 8829 48
9745 7987 14
9746 1184 81
9746 7189 163
9746 3272 77
9747 2882 0
9747 9955 171
9748 6183 154
9748 6161 167
9748 4512 125
9749 2787 24
9749 8618 181
9749 1328 52
9749 564 42
9750 9618 177
9750 1780 187
9750 8818 189
9750 5428 170
9751 1250 75
9751 6650 143
9752 162 91
9752 1336 89
9753 3009 120
9753 5121 15
9754 9071 70
9754 6319 106
9754 5499 162
9754 2104 103
9755 5806 159
9755 9900 17
9755 9675 40
9756 7489 61
9756 1153 34
9756 3477 143
9756 8447 1
9757 6856 69
9757 9280 141
9757 704 13
9757 4239 94
9758 2554 184
9758 4829 156
9758 601 54
9758 5970 62
9759 7320 18
9759 409 20
9760 8342 61
9760 8424 188
9760 1306 190
9761 7297 123
9761 9346 146
9761 2589 121
9761 4600 39
9762 2140 6
9762 6007 195
9762 3540 147
9762 2839 125
9763 884 196
9763 6545 79
9763 5418 8
